NAME,STUSPS,INTPTLAT,INTPTLON
Cameron,TX,+26.1029227,-097.4789584
Montgomery,TX,+30.2988009,-095.5029500
Las Animas,CO,+37.3188308,-104.0441103
Llano,TX,+30.7075845,-098.6846901
Mason,TX,+30.7039159,-099.2373018
Clay,NC,+35.0529971,-083.7522638
Orange,NY,+41.4024096,-074.3062522
Schenectady,NY,+42.8175516,-074.0435592
Mingo,WV,+37.7211608,-082.1589891
Wabaunsee,KS,+38.9551537,-096.2012619
Houston,MN,+43.6669899,-091.5015556
Nicholas,KY,+38.3380310,-084.0262231
Plymouth,MA,+41.9871959,-070.7419417
Bronx,NY,+40.8487111,-073.8529390
Dare,NC,+35.6062688,-075.7675364
Medina,OH,+41.1161742,-081.8997641
Armstrong,PA,+40.8123805,-079.4641285
Atlantic,NJ,+39.4693555,-074.6337591
Manitowoc,WI,+44.1561370,-087.5773525
Door,WI,+45.0934165,-087.0486828
Columbus,NC,+34.2616017,-078.6393077
Gallia,OH,+38.8170456,-082.3017463
Taylor,TX,+32.2971255,-099.8904299
Colonial Heights,VA,+37.2616846,-077.3968043
Coshocton,OH,+40.2967096,-081.9301092
Perkins,NE,+40.8576240,-101.6274698
Hartley,TX,+35.8402444,-102.6100473
Grand,CO,+40.1130652,-106.1108366
Jim Wells,TX,+27.7335157,-098.0908141
Winnebago,IA,+43.3781243,-093.7434883
San Luis Obispo,CA,+35.3881891,-120.4488974
Henry,AL,+31.5169779,-085.2399712
Wyandot,OH,+40.8397816,-083.3136810
Zapata,TX,+26.9969806,-099.1826027
Lee,GA,+31.8184185,-084.1466814
Boyd,KY,+38.3600029,-082.6814057
Carver,MN,+44.8213196,-093.8000913
Colfax,NE,+41.5749600,-097.0889449
Chesterfield,SC,+34.6370178,-080.1592269
Lewis,TN,+35.5232441,-087.4969827
Washington,OR,+45.5535419,-123.0976146
Virginia Beach,VA,+36.7795254,-076.0291418
Madison,MT,+45.3252895,-111.9137914
Lancaster,VA,+37.7048433,-076.4126628
Bates,MO,+38.2572171,-094.3392459
Belknap,NH,+43.5191091,-071.4253661
Richmond,VA,+37.9428936,-076.7305609
Skagway,AK,+59.5603794,-135.3382787
Hoonah-Angoon,AK,+58.4033360,-135.8849090
Franklin,WA,+46.5375019,-118.9038912
Ida,IA,+42.3918601,-095.5074206
Sedgwick,KS,+37.6810450,-097.4610535
Travis,TX,+30.2395128,-097.6912697
Hillsborough,FL,+27.8931535,-082.3799907
Mercer,NJ,+40.2825026,-074.7037240
Butler,NE,+41.2260545,-097.1320028
Westmoreland,PA,+40.3110682,-079.4666879
Charlotte,FL,+26.9063964,-082.0036572
Cass,IA,+41.3338235,-094.9333023
Mercer,OH,+40.5353325,-084.6320588
Rose Island,AS,-14.5365298,-168.1512918
Johnson,KY,+37.8477561,-082.8301215
Kent,RI,+41.6751180,-071.5802819
Windham,VT,+42.9953040,-072.7218771
Orleans,VT,+44.8284417,-072.2516300
Jackson,KS,+39.4110963,-095.7944922
Franklin,LA,+32.1390764,-091.6723711
Webster,MS,+33.6120605,-089.2839612
Franklin,MA,+42.5845038,-072.5917921
Cherry,NE,+42.5713230,-101.0476532
Beaverhead,MT,+45.1338633,-112.8928694
New Madrid,MO,+36.5942608,-089.6559485
Hempstead,AR,+33.7359530,-093.6643553
Camden,MO,+38.0265039,-092.7653283
Mecklenburg,VA,+36.6872563,-078.3689592
Webster,KY,+37.5203750,-087.6852058
Garfield,OK,+36.3781319,-097.7887411
Skamania,WA,+46.0247853,-121.9532319
Lenawee,MI,+41.8960225,-084.0743563
Gilmer,GA,+34.6905232,-084.4548113
Roseau,MN,+48.7610683,-095.8215042
Madison,MS,+32.6343703,-090.0341603
Howard,TX,+32.3034298,-101.4387208
Wayne,WV,+38.1436416,-082.4226659
